timestamp,open,high,low,close,volume,Dividends,Stock Splits,symbol,mid_price,spread,spread_bps,returns,log_returns,volatility,bid,ask,volume_ma_5,volume_ratio,price_volume,price_impact,order_flow_imbalance,bid_price_1,ask_price_1,bid_size_1,ask_size_1,bid_price_2,ask_price_2,bid_size_2,ask_size_2,bid_price_3,ask_price_3,bid_size_3,ask_size_3,bid_price_4,ask_price_4,bid_size_4,ask_size_4,bid_price_5,ask_price_5,bid_size_5,ask_size_5
2025-09-19 04:00:00.972153-04:00,238.38,238.39,238.38,238.39,0,0.0,0.0,AAPL,238.385,0.009999999999990905,0.42,,,,238.387,238.39299999999997,,,0.0,,-0.008577320134022924,238.385,238.395,0,0,238.383,238.397,0,0,238.381,238.399,0,0,238.379,238.401,0,0,238.377,238.403,0,0
2025-09-19 04:01:00.340315-04:00,238.29,238.35,238.15,238.15,0,0.0,0.0,AAPL,238.25,0.19999999999998863,8.39,-0.0010067536389948284,-0.0010072607558297975,,238.09,238.21,,,0.0,-inf,-0.1994106612402008,238.05,238.25,0,0,238.01,238.29,0,0,237.97,238.33,0,0,237.93,238.37,0,0,237.89,238.41,0,0
2025-09-19 04:02:00.396089-04:00,238.16,238.16,238.0,238.15,0,0.0,0.0,AAPL,238.07999999999998,0.1599999999999966,6.72,0.0,0.0,,238.102,238.198,,,0.0,,-0.01853085610801854,238.07,238.23,0,0,238.038,238.262,0,0,238.006,238.294,0,0,237.974,238.326,0,0,237.942,238.358,0,0
2025-09-19 04:03:00.384232-04:00,238.15,238.15,238.15,238.15,0,0.0,0.0,AAPL,238.15,0.0,0.0,0.0,0.0,,238.15,238.15,,,0.0,,-0.11451466780731444,238.15,238.15,0,0,238.15,238.15,0,0,238.15,238.15,0,0,238.15,238.15,0,0,238.15,238.15,0,0
2025-09-19 04:04:00.621997-04:00,238.16,238.46,238.16,238.46,0,0.0,0.0,AAPL,238.31,0.30000000000001137,12.59,0.0013017006088600347,0.00130085413111658,,238.37,238.55,0.0,,0.0,-inf,-0.052722835229551936,238.31,238.61,0,0,238.25,238.67,0,0,238.19,238.73,0,0,238.13,238.79,0,0,238.07,238.85,0,0
2025-09-19 04:05:00.933010-04:00,238.4,238.4,238.4,238.4,0,0.0,0.0,AAPL,238.4,0.0,0.0,-0.00025161452654531846,-0.0002516461867907438,,238.4,238.4,0.0,,0.0,-inf,-0.04185974370147237,238.4,238.4,0,0,238.4,238.4,0,0,238.4,238.4,0,0,238.4,238.4,0,0,238.4,238.4,0,0
2025-09-19 04:06:00.498884-04:00,238.37,238.38,238.17,238.26,0,0.0,0.0,AAPL,238.27499999999998,0.21000000000000796,8.81,-0.0005872483221477376,-0.000587420819980089,,238.197,238.32299999999998,0.0,,0.0,-inf,-0.08733673792371593,238.155,238.365,0,0,238.113,238.407,0,0,238.071,238.449,0,0,238.029,238.491,0,0,237.987,238.533,0,0
2025-09-19 04:08:00.923025-04:00,238.24,238.25,238.15,238.15,0,0.0,0.0,AAPL,238.2,0.09999999999999432,4.2,-0.0004616805170820637,-0.0004617871243457472,,238.12,238.18,0.0,,0.0,-inf,0.03766710762398101,238.1,238.2,0,0,238.08,238.22,0,0,238.06,238.24,0,0,238.04,238.26,0,0,238.02,238.28,0,0
2025-09-19 04:09:00.550262-04:00,238.21,238.26,238.21,238.25,0,0.0,0.0,AAPL,238.235,0.04999999999998295,2.1,0.000419903422212764,0.00041981528744283736,,238.235,238.265,0.0,,0.0,-inf,-0.051222546960147525,238.225,238.275,0,0,238.215,238.285,0,0,238.205,238.295,0,0,238.195,238.305,0,0,238.185,238.315,0,0
2025-09-19 04:11:00.776125-04:00,238.24,238.26,238.24,238.26,0,0.0,0.0,AAPL,238.25,0.01999999999998181,0.84,4.1972717733429477e-05,4.197183690290984e-05,,238.254,238.266,0.0,,0.0,-inf,0.07749465268153227,238.25,238.27,0,0,238.246,238.274,0,0,238.242,238.278,0,0,238.238,238.282,0,0,238.234,238.286,0,0
2025-09-19 04:12:00.046476-04:00,238.3,238.38,238.3,238.38,0,0.0,0.0,AAPL,238.34,0.07999999999998408,3.36,0.0005036514731806552,0.0005035246833475782,,238.356,238.404,0.0,,0.0,-inf,-0.05965205749853689,238.34,238.42,0,0,238.324,238.436,0,0,238.308,238.452,0,0,238.292,238.468,0,0,238.276,238.484,0,0
2025-09-19 04:13:00.861111-04:00,238.35,238.35,238.35,238.35,0,0.0,0.0,AAPL,238.35,0.0,0.0,-0.0001258494840171709,-0.00012585740372728083,,238.35,238.35,0.0,,0.0,-inf,-0.055494160934771046,238.35,238.35,0,0,238.35,238.35,0,0,238.35,238.35,0,0,238.35,238.35,0,0,238.35,238.35,0,0
2025-09-19 04:14:00.414280-04:00,238.33,238.33,238.33,238.33,0,0.0,0.0,AAPL,238.33,0.0,0.0,-8.391021606868332e-05,-8.391373672811397e-05,,238.33,238.33,0.0,,0.0,-inf,0.004781896940950367,238.33,238.33,0,0,238.33,238.33,0,0,238.33,238.33,0,0,238.33,238.33,0,0,238.33,238.33,0,0
2025-09-19 04:15:00.209821-04:00,238.28,238.28,238.25,238.25,0,0.0,0.0,AAPL,238.265,0.030000000000001137,1.26,-0.0003356690303361054,-0.0003357253797950932,,238.24099999999999,238.25900000000001,0.0,,0.0,-inf,0.006378288856025627,238.235,238.265,0,0,238.229,238.271,0,0,238.223,238.277,0,0,238.217,238.283,0,0,238.211,238.289,0,0
2025-09-19 04:16:00.562732-04:00,238.25,238.25,238.22,238.22,0,0.0,0.0,AAPL,238.235,0.030000000000001137,1.26,-0.00012591815320039945,-0.0001259260815569263,,238.211,238.22899999999998,0.0,,0.0,-inf,0.0701902348000756,238.205,238.235,0,0,238.199,238.241,0,0,238.193,238.247,0,0,238.187,238.253,0,0,238.181,238.259,0,0
2025-09-19 04:17:00.583534-04:00,238.22,238.38,238.0,238.38,0,0.0,0.0,AAPL,238.19,0.37999999999999545,15.95,0.0006716480564183946,0.0006714226018074143,,238.266,238.494,0.0,,0.0,-inf,-0.060529345934520695,238.19,238.57,0,0,238.114,238.646,0,0,238.038,238.722,0,0,237.962,238.798,0,0,237.886,238.874,0,0
2025-09-19 04:18:00.818291-04:00,238.38,238.38,238.38,238.38,0,0.0,0.0,AAPL,238.38,0.0,0.0,0.0,0.0,,238.38,238.38,0.0,,0.0,,0.00513180350589751,238.38,238.38,0,0,238.38,238.38,0,0,238.38,238.38,0,0,238.38,238.38,0,0,238.38,238.38,0,0
2025-09-19 04:20:00.410031-04:00,238.38,238.58,238.38,238.53,0,0.0,0.0,AAPL,238.48000000000002,0.20000000000001705,8.39,0.0006292474200855214,0.0006290495269389851,,238.47,238.59,0.0,,0.0,-inf,0.04622675667823815,238.43,238.63,0,0,238.39,238.67,0,0,238.35,238.71,0,0,238.31,238.75,0,0,238.27,238.79,0,0
